task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	2020_dataset	dim_red	n_modalities	feature_set
task_12	elnet	0.805	0.12	0.721	0.721	0.89	NA	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.805	0.12	0.721	0.721	0.89	NA	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.077	0.217	-0.23	0.077	-0.23	NA	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	-0.129	0.274	-0.323	-0.323	0.065	NA	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.807	0.117	0.724	0.724	0.89	NA	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.807	0.117	0.724	0.724	0.89	NA	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.121	0.027	-0.14	-0.102	-0.14	NA	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	-0.08	0.22	-0.236	-0.236	0.075	NA	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.81	0.114	0.729	0.729	0.89	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	-0.129	0.01	-0.136	-0.136	-0.122	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf+boruta	0.079	0.25	-0.098	-0.098	0.256	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.811	0.12	0.727	0.727	0.896	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.813	0.118	0.729	0.729	0.896	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	-0.077	0.059	-0.119	-0.119	-0.035	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf+boruta	0.163	0.37	-0.099	-0.099	0.424	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.811	0.12	0.727	0.727	0.896	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.813	0.118	0.729	0.729	0.896	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	-0.055	0.02	-0.069	-0.069	-0.041	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf+boruta	0.138	0.455	-0.184	-0.184	0.46	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.808	0.128	0.717	0.717	0.898	NA	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.814	0.12	0.729	0.729	0.898	NA	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.049	0.456	-0.273	-0.273	0.372	NA	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.239	0.381	-0.03	-0.03	0.509	NA	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.812	0.122	0.725	0.725	0.898	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.814	0.12	0.729	0.729	0.898	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.066	0.123	-0.021	-0.021	0.153	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.114	0.603	-0.313	-0.313	0.54	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.81	0.114	0.729	0.729	0.89	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	-0.1	0.221	-0.256	-0.256	0.056	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	rf+boruta	0.086	0.453	-0.235	-0.235	0.406	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.814	0.12	0.729	0.729	0.898	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.814	0.12	0.729	0.729	0.898	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.039	0.084	-0.098	-0.098	0.021	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	-0.038	0.418	-0.334	-0.334	0.258	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.813	0.121	0.728	0.728	0.898	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.814	0.12	0.729	0.729	0.898	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.166	0.232	-0.331	-0.331	-0.002	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.019	0.321	-0.209	-0.209	0.246	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.811	0.12	0.727	0.727	0.896	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.813	0.118	0.729	0.729	0.896	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	-0.126	0.008	-0.132	-0.132	-0.12	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf+boruta	0.242	0.346	-0.003	-0.003	0.487	NA	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.811	0.12	0.727	0.727	0.896	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.813	0.118	0.729	0.729	0.896	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.016	0.077	-0.039	-0.039	0.071	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf+boruta	0.108	0.286	-0.094	-0.094	0.31	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.812	0.119	0.729	0.729	0.896	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.811	0.121	0.725	0.725	0.896	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.013	0.099	-0.057	-0.057	0.083	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.219	0.214	0.068	0.068	0.37	NA	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.809	0.123	0.723	0.723	0.896	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.811	0.121	0.725	0.725	0.896	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.042	0.009	0.036	0.048	0.036	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.113	0.397	-0.168	-0.168	0.394	NA	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.81	0.114	0.729	0.729	0.89	NA	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	-0.21	0.19	-0.344	-0.344	-0.075	NA	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	rf+boruta	0.024	0.113	-0.056	-0.056	0.104	NA	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.81	0.114	0.729	0.729	0.89	NA	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.196	0.05	-0.232	-0.232	-0.161	NA	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.01	0.421	-0.287	-0.287	0.308	NA	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.809	0.115	0.728	0.728	0.89	NA	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.809	0.115	0.728	0.728	0.89	NA	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.152	0.051	-0.188	-0.188	-0.116	NA	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	-0.035	0.292	-0.241	-0.241	0.171	NA	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	none	3	plasma_ab_titer+metadata+baseline
task_12	lasso	0.416	0.442	0.104	0.729	0.104	NA	none	3	plasma_ab_titer+metadata+baseline
task_12	rf	0.327	0.029	0.307	0.348	0.307	NA	none	3	plasma_ab_titer+metadata+baseline
task_12	rf+boruta	0.503	0.283	0.302	0.703	0.302	NA	none	3	plasma_ab_titer+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	lasso	0.801	0.102	0.729	0.729	0.874	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	rf	0.484	0.109	0.406	0.406	0.561	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	rf+boruta	0.385	0.221	0.229	0.54	0.229	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	elnet	0.821	0.097	0.753	0.753	0.89	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.453	0.036	0.427	0.427	0.478	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.494	0.02	0.48	0.508	0.48	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf+boruta	0.398	0.134	0.304	0.493	0.304	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.818	0.102	0.746	0.746	0.89	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.415	0.017	0.403	0.427	0.403	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.438	0.078	0.383	0.383	0.493	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf+boruta	0.485	0.133	0.391	0.579	0.391	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.821	0.109	0.744	0.744	0.898	NA	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.481	0.114	0.4	0.4	0.561	NA	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.513	0.068	0.466	0.466	0.561	NA	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.507	0.291	0.302	0.713	0.302	NA	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.822	0.108	0.746	0.746	0.898	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.467	0.094	0.4	0.4	0.533	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.558	0.029	0.537	0.537	0.579	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.499	0.151	0.393	0.606	0.393	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	lasso	0.787	0.136	0.691	0.691	0.883	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf	0.34	0.065	0.294	0.294	0.386	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf+boruta	0.372	0.246	0.198	0.546	0.198	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	elnet	0.81	0.125	0.721	0.721	0.898	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.784	0.148	0.679	0.679	0.889	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.369	0.103	0.296	0.442	0.296	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.474	0.353	0.225	0.724	0.225	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.814	0.12	0.729	0.729	0.898	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	lasso	0.787	0.144	0.685	0.685	0.889	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf	0.361	0.027	0.342	0.38	0.342	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.239	0.205	0.095	0.384	0.095	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	elnet	0.821	0.097	0.753	0.753	0.89	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.386	0.059	0.344	0.427	0.344	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.447	0.008	0.442	0.442	0.453	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf+boruta	0.483	0.239	0.314	0.652	0.314	NA	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.818	0.102	0.746	0.746	0.89	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.363	0.091	0.299	0.427	0.299	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.532	0.022	0.516	0.516	0.547	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf+boruta	0.441	0.249	0.265	0.617	0.265	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.817	0.103	0.744	0.744	0.89	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.351	0.073	0.299	0.402	0.299	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.508	0.106	0.433	0.583	0.433	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.537	0.242	0.365	0.708	0.365	NA	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.82	0.1	0.749	0.749	0.89	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.372	0.039	0.344	0.399	0.344	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.517	0.017	0.505	0.529	0.505	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.48	0.365	0.223	0.738	0.223	NA	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	lasso	0.795	0.148	0.691	0.691	0.899	NA	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	rf	0.374	0.1	0.304	0.445	0.304	NA	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	rf+boruta	0.459	0.345	0.215	0.703	0.215	NA	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	elnet	0.806	0.12	0.721	0.721	0.89	NA	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.603	0.105	0.529	0.677	0.529	NA	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.336	0.128	0.245	0.426	0.245	NA	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.43	0.387	0.156	0.703	0.156	NA	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.81	0.114	0.729	0.729	0.89	NA	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	lasso	0.683	0.023	0.666	0.699	0.666	NA	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	rf	0.335	0.008	0.329	0.341	0.329	NA	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	rf+boruta	0.466	0.336	0.229	0.703	0.229	NA	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	elnet	0.801	0.127	0.711	0.711	0.89	NA	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	lasso	0.803	0.124	0.715	0.715	0.89	NA	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	rf	0.094	0.243	-0.078	0.266	-0.078	NA	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	rf+boruta	-0.087	NA	-0.087	NA	-0.087	NA	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	elnet	0.805	0.12	0.721	0.721	0.89	NA	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.803	0.124	0.715	0.715	0.89	NA	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	0.102	0.363	-0.155	0.359	-0.155	NA	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf+boruta	0.038	0.114	-0.042	-0.042	0.119	NA	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.789	0.151	0.682	0.682	0.896	NA	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.81	0.114	0.729	0.729	0.89	NA	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.196	0.059	0.155	0.238	0.155	NA	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf+boruta	0.288	0.224	0.13	0.13	0.447	NA	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.794	0.144	0.693	0.693	0.896	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.813	0.118	0.729	0.729	0.896	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.136	0.024	0.119	0.153	0.119	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf+boruta	0.195	0.205	0.05	0.05	0.34	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.787	0.158	0.675	0.675	0.898	NA	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.811	0.124	0.723	0.723	0.898	NA	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.359	0.105	0.285	0.285	0.433	NA	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf+boruta	0.199	0.279	0.002	0.002	0.396	NA	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.787	0.158	0.675	0.675	0.898	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.81	0.125	0.722	0.722	0.898	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.3	0.054	0.262	0.262	0.339	NA	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
