task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	2020_dataset	dim_red	n_modalities	feature_set
task_12	lasso	0.588	0.172	0.466	0.709	0.466	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf	0.405	0.112	0.326	0.326	0.484	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	elnet	0.583	0.167	0.465	0.7	0.465	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.607	0.132	0.514	0.7	0.514	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.28	0.046	0.247	0.312	0.247	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.58	0.162	0.465	0.694	0.465	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	lasso	0.611	0.137	0.514	0.708	0.514	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf	0.336	0.051	0.3	0.3	0.372	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	elnet	0.63	0.066	0.583	0.677	0.583	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.626	0.107	0.55	0.701	0.55	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.416	0.06	0.374	0.374	0.459	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.646	0.044	0.615	0.677	0.615	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.624	0.109	0.547	0.701	0.547	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.391	0.073	0.339	0.339	0.442	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.575	0.157	0.463	0.686	0.463	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.6	0.158	0.489	0.712	0.489	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.376	0.021	0.361	0.39	0.361	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.575	0.157	0.463	0.686	0.463	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.6	0.158	0.489	0.712	0.489	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.425	0.046	0.392	0.392	0.457	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.589	0.119	0.505	0.673	0.505	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	lasso	0.692	0.024	0.675	0.709	0.675	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	rf	0.36	0.075	0.307	0.307	0.414	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	elnet	0.606	0.102	0.534	0.678	0.534	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.643	0.035	0.618	0.668	0.618	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.322	0.053	0.284	0.284	0.359	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.616	0.116	0.534	0.698	0.534	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	lasso	0.66	0.059	0.618	0.702	0.618	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	rf	0.309	0.076	0.255	0.255	0.362	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	elnet	0.507	0.196	0.368	0.645	0.368	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	lasso	0.583	0.165	0.466	0.7	0.466	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	rf	0.272	0.1	0.201	0.201	0.343	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	elnet	0.525	0.169	0.406	0.644	0.406	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.585	0.164	0.469	0.701	0.469	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.35	0.079	0.295	0.295	0.406	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.525	0.169	0.406	0.644	0.406	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.585	0.164	0.469	0.701	0.469	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.315	0.077	0.261	0.261	0.37	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.565	0.152	0.458	0.672	0.458	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.564	0.209	0.416	0.712	0.416	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.28	0.101	0.208	0.208	0.351	NA	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.565	0.152	0.458	0.672	0.458	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.564	0.209	0.416	0.712	0.416	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.335	0.062	0.292	0.292	0.379	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.505	0.193	0.368	0.641	0.368	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	lasso	0.588	0.172	0.466	0.709	0.466	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf	0.248	0.039	0.221	0.276	0.221	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	elnet	0.568	0.122	0.482	0.654	0.482	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.61	0.135	0.514	0.706	0.514	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.29	0.038	0.263	0.263	0.318	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.574	0.13	0.482	0.666	0.482	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	lasso	0.61	0.135	0.514	0.706	0.514	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf	0.291	0.017	0.279	0.279	0.304	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	elnet	0.55	0.133	0.456	0.644	0.456	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.624	0.109	0.547	0.701	0.547	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.273	0.031	0.251	0.251	0.295	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.603	0.058	0.562	0.644	0.562	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.604	0.138	0.507	0.701	0.507	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.312	0.057	0.271	0.271	0.352	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.544	0.15	0.438	0.65	0.438	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.6	0.158	0.489	0.712	0.489	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.309	0.06	0.267	0.267	0.352	NA	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.544	0.15	0.438	0.65	0.438	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.6	0.158	0.489	0.712	0.489	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.262	0.124	0.175	0.175	0.35	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.514	0.179	0.388	0.641	0.388	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+t_cell_activation+metadata+baseline
task_12	lasso	0.692	0.024	0.675	0.709	0.675	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+t_cell_activation+metadata+baseline
task_12	rf	0.238	0.063	0.194	0.194	0.283	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+t_cell_activation+metadata+baseline
task_12	elnet	0.521	0.179	0.394	0.648	0.394	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.669	0.072	0.618	0.719	0.618	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.265	0.017	0.253	0.253	0.277	NA	none	6	pbmc_cell_frequency+pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.525	0.186	0.394	0.657	0.394	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_12	lasso	0.664	0.065	0.618	0.71	0.618	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_12	rf	0.302	0.083	0.244	0.244	0.361	NA	none	5	pbmc_cell_frequency+pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_12	elnet	0.731	0.007	0.726	0.736	0.726	NA	none	4	pbmc_cell_frequency+plasma_ab_titer+metadata+baseline
task_12	lasso	0.695	0.016	0.684	0.707	0.684	NA	none	4	pbmc_cell_frequency+plasma_ab_titer+metadata+baseline
task_12	rf	0.494	0.043	0.463	0.525	0.463	NA	none	4	pbmc_cell_frequency+plasma_ab_titer+metadata+baseline
task_12	elnet	0.535	0.283	0.335	0.735	0.335	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	lasso	0.517	0.268	0.328	0.707	0.328	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	rf	0.5	0.061	0.456	0.456	0.543	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	elnet	0.408	0.26	0.224	0.592	0.224	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.459	0.347	0.214	0.704	0.214	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.636	0.05	0.6	0.671	0.6	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.388	0.253	0.209	0.567	0.209	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.477	0.321	0.25	0.704	0.25	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.524	0.069	0.475	0.572	0.475	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.451	0.337	0.212	0.69	0.212	NA	none	8	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.468	0.336	0.23	0.706	0.23	NA	none	8	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.663	0.004	0.66	0.666	0.66	NA	none	8	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.463	0.342	0.221	0.704	0.221	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.317	0.55	-0.072	0.706	-0.072	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.68	0.078	0.625	0.625	0.735	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.573	0.22	0.418	0.729	0.418	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	lasso	0.549	0.239	0.38	0.718	0.38	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf	0.554	0.003	0.552	0.556	0.552	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	elnet	0.478	0.336	0.24	0.716	0.24	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.49	0.3	0.277	0.702	0.277	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.475	0.084	0.416	0.535	0.416	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.488	0.335	0.251	0.725	0.251	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	lasso	0.497	0.301	0.284	0.71	0.284	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf	0.545	0.078	0.489	0.489	0.6	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	elnet	0.487	0.129	0.395	0.578	0.395	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.535	0.24	0.365	0.704	0.365	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.639	0.052	0.603	0.676	0.603	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.462	0.102	0.389	0.534	0.389	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.527	0.251	0.349	0.704	0.349	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.548	0.016	0.537	0.559	0.537	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.503	0.209	0.355	0.65	0.355	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.539	0.248	0.364	0.715	0.364	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.685	0.036	0.66	0.66	0.711	NA	none	7	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.526	0.241	0.355	0.696	0.355	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.539	0.248	0.364	0.715	0.364	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.552	0.073	0.501	0.604	0.501	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.726	0.001	0.725	0.725	0.726	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	lasso	0.691	0.028	0.671	0.711	0.671	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	rf	0.503	0.051	0.466	0.539	0.466	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	elnet	0.772	0.088	0.71	0.71	0.835	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.793	0.137	0.696	0.696	0.89	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.529	0.059	0.487	0.571	0.487	NA	none	6	pbmc_cell_frequency+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.774	0.085	0.714	0.714	0.835	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	lasso	0.799	0.13	0.707	0.707	0.89	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	rf	0.541	0.052	0.504	0.504	0.577	NA	none	5	pbmc_cell_frequency+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	elnet	0.523	0.329	0.29	0.755	0.29	NA	none	4	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	lasso	0.505	0.346	0.26	0.749	0.26	NA	none	4	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	rf	0.411	0.17	0.29	0.531	0.29	NA	none	4	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	elnet	0.381	0.288	0.177	0.585	0.177	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.39	0.248	0.215	0.565	0.215	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.544	0.02	0.53	0.53	0.558	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.361	0.33	0.128	0.594	0.128	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.379	0.282	0.179	0.578	0.179	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.475	0.148	0.37	0.58	0.37	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.298	0.548	-0.089	0.686	-0.089	NA	none	7	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.43	0.305	0.214	0.646	0.214	NA	none	7	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.705	0.074	0.653	0.653	0.758	NA	none	7	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.317	0.565	-0.082	0.717	-0.082	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.335	0.521	-0.033	0.704	-0.033	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.518	0.085	0.458	0.579	0.458	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.496	0.319	0.271	0.722	0.271	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	lasso	0.489	0.339	0.25	0.729	0.25	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf	0.502	0.119	0.418	0.586	0.418	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	elnet	0.446	0.387	0.172	0.72	0.172	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.446	0.395	0.167	0.725	0.167	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.58	0.078	0.525	0.635	0.525	NA	none	6	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.478	0.374	0.214	0.742	0.214	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	lasso	0.462	0.378	0.195	0.729	0.195	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf	0.501	0.024	0.484	0.518	0.484	NA	none	5	pbmc_cell_frequency+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	elnet	0.396	0.255	0.215	0.576	0.215	NA	none	4	pbmc_cell_frequency+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.407	0.279	0.211	0.604	0.211	NA	none	4	pbmc_cell_frequency+plasma_cytokine_concentration_by_olink+metadata+baseline
