task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	dim_red	n_modalities	feature_set
task_22	rf	0.291	0.031	0.269	0.312	0.269	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	-0.195	0.077	-0.249	-0.249	-0.14	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.2	0.07	-0.249	-0.249	-0.151	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.253	0.093	0.187	0.319	0.187	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.195	0.077	-0.249	-0.249	-0.14	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.195	0.077	-0.249	-0.249	-0.14	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.311	0.12	0.226	0.396	0.226	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.038	0.246	-0.136	0.212	-0.136	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	0.017	0.237	-0.151	0.184	-0.151	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.264	0.048	0.23	0.298	0.23	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	-0.002	0.191	-0.136	0.133	-0.136	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.021	0.242	-0.151	0.192	-0.151	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.265	0.027	0.246	0.246	0.284	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.002	0.191	-0.136	0.133	-0.136	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.023	0.228	-0.138	0.184	-0.138	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.3	0.048	0.266	0.333	0.266	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.139	0.239	-0.308	0.031	-0.308	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	lasso	-0.123	0.261	-0.308	0.061	-0.308	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	rf	0.205	0.052	0.168	0.168	0.242	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	elnet	-0.207	0.142	-0.308	-0.106	-0.308	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	lasso	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	rf	0.286	0.082	0.229	0.229	0.344	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	elnet	0.089	0.295	-0.12	0.298	-0.12	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	0.137	0.366	-0.122	0.396	-0.122	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.427	0.011	0.419	0.419	0.435	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	0.087	0.348	-0.16	0.333	-0.16	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.023	0.251	-0.154	0.201	-0.154	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.377	0.179	0.25	0.25	0.504	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.033	0.183	-0.096	0.163	-0.096	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.173	0.108	-0.249	-0.249	-0.096	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.361	0.178	0.235	0.235	0.487	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.084	0.298	-0.126	0.295	-0.126	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	0.02	0.207	-0.126	0.167	-0.126	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.276	0.006	0.272	0.272	0.28	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	0.073	0.328	-0.16	0.305	-0.16	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.02	0.255	-0.16	0.201	-0.16	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.325	0.121	0.239	0.239	0.411	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.003	0.131	-0.096	0.09	-0.096	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.151	0.078	-0.206	-0.206	-0.096	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.32	0.037	0.293	0.346	0.293	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.281	0.039	-0.308	-0.253	-0.308	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	lasso	-0.281	0.039	-0.308	-0.253	-0.308	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	rf	0.296	0.094	0.229	0.229	0.362	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	elnet	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.311	0.055	0.272	0.272	0.349	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	-0.188	0.087	-0.249	-0.249	-0.126	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.193	0.08	-0.249	-0.249	-0.136	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.4	0.003	0.398	0.398	0.403	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.422	0.024	0.405	0.44	0.405	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.073	0.332	-0.308	0.162	-0.308	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	-0.087	0.312	-0.308	0.134	-0.308	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.222	0.134	0.127	0.127	0.317	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	0.043	0.239	-0.126	0.212	-0.126	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.024	0.227	-0.136	0.184	-0.136	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.324	0.03	0.303	0.345	0.303	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.081	0.321	-0.308	0.146	-0.308	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.091	0.306	-0.308	0.125	-0.308	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.209	0.048	0.175	0.175	0.243	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.019	0.003	0.017	0.021	0.017	none	3	plasma_ab_titer+metadata+baseline
task_22	lasso	0.113	0.061	0.07	0.156	0.07	none	3	plasma_ab_titer+metadata+baseline
task_22	rf	0.097	0.071	0.046	0.046	0.147	none	3	plasma_ab_titer+metadata+baseline
task_22	elnet	0.305	0.362	0.05	0.05	0.561	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	lasso	0.291	0.372	0.028	0.028	0.554	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	rf	0.125	0.048	0.091	0.091	0.158	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	elnet	0.131	0.177	0.005	0.005	0.256	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	lasso	0.206	0.071	0.156	0.156	0.256	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	rf	0.124	0.196	-0.014	-0.014	0.262	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	elnet	0.12	0.12	0.034	0.034	0.205	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	lasso	0.114	0.128	0.024	0.024	0.205	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	rf	0.17	0.23	0.007	0.007	0.332	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	elnet	0.086	0.132	-0.007	-0.007	0.179	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.095	0.118	0.012	0.012	0.179	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.27	0.176	0.146	0.394	0.146	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	0.114	0.162	0	0	0.229	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	lasso	0.192	0.051	0.156	0.156	0.229	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	rf	0.252	0.078	0.197	0.307	0.197	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	elnet	0.257	0.355	0.006	0.006	0.508	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	lasso	0.25	0.376	-0.016	-0.016	0.516	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	rf	0.278	0.178	0.152	0.152	0.405	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	elnet	0.257	0.369	-0.004	-0.004	0.518	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.241	0.396	-0.039	-0.039	0.521	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.258	0.016	0.247	0.269	0.247	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	0.281	0.353	0.031	0.031	0.531	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	lasso	0.357	0.284	0.156	0.156	0.558	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	rf	0.157	0.037	0.131	0.131	0.183	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	elnet	0.239	0.132	0.146	0.146	0.332	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	lasso	0.236	0.129	0.146	0.146	0.327	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	rf	0.111	0.024	0.094	0.094	0.129	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	elnet	0.305	0.147	0.201	0.201	0.409	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	lasso	0.309	0.154	0.201	0.201	0.418	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	rf	0.25	0.117	0.167	0.167	0.332	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	elnet	0.305	0.147	0.201	0.201	0.409	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.309	0.154	0.201	0.201	0.418	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.26	0.253	0.081	0.081	0.439	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	0.011	0.121	-0.075	-0.075	0.096	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	lasso	0.148	0.074	0.096	0.201	0.096	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	rf	0.089	0.108	0.013	0.013	0.165	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	elnet	0.075	0.052	0.039	0.039	0.112	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_22	lasso	0.13	0.1	0.06	0.201	0.06	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_22	rf	0.184	0.229	0.022	0.022	0.345	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_22	elnet	0.136	0.091	0.071	0.201	0.071	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.139	0.088	0.077	0.201	0.077	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.164	0.017	0.152	0.152	0.177	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.014	0.031	-0.037	-0.037	0.008	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_22	lasso	0.152	0.069	0.103	0.201	0.103	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_22	rf	0.053	0.107	-0.022	0.129	-0.022	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_22	elnet	0.172	0.023	0.156	0.156	0.188	pca	3	plasma_ab_titer_pca+metadata+baseline
task_22	lasso	0.172	0.023	0.156	0.156	0.188	pca	3	plasma_ab_titer_pca+metadata+baseline
task_22	rf	-0.17	0.056	-0.209	-0.13	-0.209	pca	3	plasma_ab_titer_pca+metadata+baseline
task_22	elnet	0.161	0.156	0.051	0.271	0.051	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	lasso	0.158	0.152	0.051	0.266	0.051	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	rf	0.045	0.216	-0.107	-0.107	0.197	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	elnet	-0.027	0.141	-0.127	-0.127	0.073	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	lasso	-0.058	0.184	-0.188	-0.188	0.073	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	rf	0.319	0.17	0.199	0.199	0.439	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	elnet	-0.153	0.301	-0.366	-0.366	0.06	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	-0.158	0.308	-0.376	-0.376	0.06	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.277	0.218	0.123	0.123	0.432	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	-0.032	0.1	-0.102	-0.102	0.039	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.157	0.276	-0.352	-0.352	0.039	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.423	0.203	0.279	0.279	0.567	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.059	0.169	-0.179	-0.179	0.06	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
